id,booking_time,room_type,price,reservation_type,check_in_time,check_out_time,adults,children,night_stay,name,country_code,identity_number,age,gender,phone,email
1137,2024-09-01,Deluxe,1500000,Group Travel Agent,2024-09-21 18:00:00,2024-09-27 05:00:00,1,0,5,Guest 8541,MY,53889790,49,Male,+62-5838339,guest4502@example.com
1138,2020-11-21,Deluxe,1500000,Walk-in,2020-12-15 14:00:00,2020-12-25 23:00:00,1,2,10,Guest 4116,TH,27048834,28,Female,+62-3791760,guest7344@example.com
1139,2023-03-26,Family,1000000,Walk-in,2023-04-10 15:00:00,2023-04-20 22:00:00,4,1,10,Guest 1140,ID,50014858,57,Male,+62-2988156,guest8719@example.com
1140,2023-05-21,Suite,2500000,OTA-Booking.com,2023-05-23 17:00:00,2023-06-07 03:00:00,4,2,14,Guest 9771,TH,72943984,18,Male,+62-7540683,guest2749@example.com
1141,2021-03-15,Presidential,3000000,Walk-in,2021-04-01 16:00:00,2021-04-14 03:00:00,2,2,12,Guest 2690,ID,49989078,18,Female,+62-9133147,guest3846@example.com
1142,2020-03-20,Family,1000000,Group Travel Agent,2020-03-27 15:00:00,2020-04-11 00:00:00,4,2,14,Guest 7160,MY,36481227,30,Female,+62-4449997,guest1818@example.com
1143,2021-01-08,Regular,1000000,OTA-Booking.com,2021-01-17 16:00:00,2021-01-26 02:00:00,3,1,8,Guest 2083,PH,95174422,42,Female,+62-4217577,guest3162@example.com
1144,2023-03-29,Family,1000000,Walk-in,2023-04-28 15:00:00,2023-05-08 01:00:00,2,1,9,Guest 6420,ID,78520730,42,Male,+62-2122358,guest7717@example.com
1145,2023-04-27,Regular,1000000,Walk-in,2023-05-06 16:00:00,2023-05-19 00:00:00,1,0,12,Guest 9497,TH,19631029,61,Female,+62-1416985,guest5414@example.com
1146,2020-10-08,Standard,500000,Group Travel Agent,2020-11-06 18:00:00,2020-11-21 02:00:00,1,2,14,Guest 2254,TH,79719261,29,Male,+62-4338034,guest2158@example.com
1147,2023-09-11,Regular,1000000,Walk-in,2023-09-30 14:00:00,2023-10-10 21:00:00,1,1,10,Guest 5311,SG,15057057,24,Male,+62-6083260,guest2200@example.com
1148,2022-12-01,Family,1000000,OTA-Traveloka,2022-12-09 16:00:00,2022-12-11 03:00:00,2,1,1,Guest 1379,SG,39994285,46,Male,+62-3718406,guest5195@example.com
1149,2022-03-09,Deluxe,1500000,Walk-in,2022-03-26 15:00:00,2022-03-29 00:00:00,4,1,2,Guest 5255,ID,79655006,40,Female,+62-2511429,guest4762@example.com
1150,2023-02-18,Fancy,2000000,Group Travel Agent,2023-03-11 15:00:00,2023-03-24 22:00:00,3,0,13,Guest 2227,MY,64930958,40,Female,+62-8330611,guest5882@example.com
1151,2021-09-29,Fancy,2000000,Group Travel Agent,2021-10-27 14:00:00,2021-10-28 21:00:00,2,0,1,Guest 7824,TH,71354639,21,Male,+62-3624617,guest6036@example.com
1152,2023-04-01,Standard,500000,OTA-Tiket.com,2023-04-25 14:00:00,2023-05-05 23:00:00,1,1,10,Guest 9990,TH,80942141,43,Female,+62-2193360,guest3297@example.com
1153,2024-09-01,Fancy,2000000,OTA-Booking.com,2024-09-25 18:00:00,2024-10-04 05:00:00,4,0,8,Guest 6303,PH,33488743,50,Female,+62-6090272,guest6566@example.com
1154,2023-04-18,Suite,2500000,Group Travel Agent,2023-05-11 16:00:00,2023-05-22 03:00:00,3,0,10,Guest 9951,PH,60083872,62,Male,+62-6007441,guest8337@example.com
1155,2024-11-12,Regular,1000000,Group Travel Agent,2024-11-28 18:00:00,2024-12-03 04:00:00,4,1,4,Guest 6105,PH,76538101,32,Female,+62-8704522,guest2790@example.com
1156,2020-06-09,Regular,1000000,Group Travel Agent,2020-07-09 18:00:00,2020-07-23 03:00:00,3,2,13,Guest 6871,MY,99470686,19,Male,+62-5935409,guest6972@example.com
1157,2024-11-24,Regular,1000000,OTA-Booking.com,2024-12-08 17:00:00,2024-12-10 03:00:00,1,0,1,Guest 2950,TH,86015779,22,Male,+62-6503041,guest1564@example.com
1158,2020-11-12,Presidential,3000000,Group Travel Agent,2020-11-30 18:00:00,2020-12-09 03:00:00,2,0,8,Guest 3724,SG,78900921,20,Male,+62-9581952,guest2810@example.com
1159,2021-05-18,Regular,1000000,Walk-in,2021-05-23 18:00:00,2021-05-30 05:00:00,3,0,6,Guest 6915,MY,28922501,48,Female,+62-7923990,guest9536@example.com
1160,2022-05-15,Fancy,2000000,OTA-Booking.com,2022-05-27 16:00:00,2022-06-05 00:00:00,3,1,8,Guest 6777,MY,87685445,57,Male,+62-3739703,guest5002@example.com
1161,2024-02-26,Family,1000000,OTA-Booking.com,2024-03-27 16:00:00,2024-04-10 03:00:00,3,2,13,Guest 1071,PH,70223064,40,Male,+62-3546314,guest3038@example.com
1162,2021-01-20,Regular,1000000,Walk-in,2021-02-10 14:00:00,2021-02-15 22:00:00,4,2,5,Guest 5791,SG,93317611,45,Male,+62-8969910,guest6734@example.com
1163,2024-01-09,Regular,1000000,Walk-in,2024-01-22 16:00:00,2024-01-24 23:00:00,4,1,2,Guest 8533,SG,79610591,20,Male,+62-7019898,guest3643@example.com
1164,2024-09-26,Presidential,3000000,OTA-Traveloka,2024-10-23 16:00:00,2024-11-02 03:00:00,4,0,9,Guest 5136,SG,81142597,38,Female,+62-7745695,guest4180@example.com
1165,2020-07-05,Deluxe,1500000,OTA-Traveloka,2020-07-13 16:00:00,2020-07-20 01:00:00,1,2,6,Guest 5748,TH,64065468,64,Female,+62-6464483,guest1751@example.com
1166,2022-11-24,Deluxe,1500000,Group Travel Agent,2022-12-18 15:00:00,2022-12-29 01:00:00,2,2,10,Guest 1879,ID,65387368,20,Male,+62-4136515,guest6214@example.com
1167,2021-11-23,Family,1000000,Group Travel Agent,2021-12-08 16:00:00,2021-12-10 23:00:00,3,0,2,Guest 2131,MY,20198777,30,Male,+62-2524475,guest7726@example.com
1168,2024-11-05,Deluxe,1500000,OTA-Booking.com,2024-11-24 15:00:00,2024-12-03 02:00:00,3,1,8,Guest 4390,ID,37599659,20,Male,+62-8276017,guest3270@example.com
1169,2024-12-02,Suite,2500000,OTA-Booking.com,2024-12-10 14:00:00,2024-12-20 22:00:00,3,1,10,Guest 6154,MY,41086344,62,Male,+62-5973029,guest9225@example.com
1170,2024-10-11,Family,1000000,Walk-in,2024-10-19 16:00:00,2024-10-28 02:00:00,3,1,8,Guest 1458,TH,10186026,38,Male,+62-7182122,guest5244@example.com
1171,2020-09-19,Fancy,2000000,OTA-Tiket.com,2020-10-06 17:00:00,2020-10-13 00:00:00,3,2,6,Guest 7481,ID,96754337,28,Male,+62-9729774,guest9023@example.com
1172,2020-08-27,Standard,500000,OTA-Tiket.com,2020-09-15 16:00:00,2020-09-18 02:00:00,3,0,2,Guest 8500,PH,85488887,59,Male,+62-5159964,guest1603@example.com
1173,2022-06-23,Standard,500000,Walk-in,2022-07-03 18:00:00,2022-07-17 03:00:00,3,1,13,Guest 9543,ID,32100807,36,Female,+62-6040475,guest8067@example.com
1174,2022-03-29,Deluxe,1500000,OTA-Tiket.com,2022-04-02 18:00:00,2022-04-16 02:00:00,3,0,13,Guest 8746,ID,29430221,61,Female,+62-8647761,guest6742@example.com
1175,2024-12-15,Presidential,3000000,Walk-in,2024-12-22 14:00:00,2025-01-05 21:00:00,3,0,14,Guest 6302,MY,19535603,27,Male,+62-3861142,guest8561@example.com
1176,2020-02-22,Suite,2500000,OTA-Booking.com,2020-02-28 16:00:00,2020-03-08 23:00:00,1,0,9,Guest 4690,ID,35463128,38,Male,+62-1886410,guest2253@example.com
1177,2023-09-09,Fancy,2000000,Walk-in,2023-10-04 16:00:00,2023-10-16 00:00:00,2,1,11,Guest 5125,PH,67524975,23,Male,+62-7643618,guest7291@example.com
1178,2024-08-28,Presidential,3000000,Walk-in,2024-09-16 16:00:00,2024-09-28 00:00:00,3,0,11,Guest 4534,SG,53354045,46,Female,+62-2743368,guest6235@example.com
1179,2024-06-27,Deluxe,1500000,Walk-in,2024-07-27 14:00:00,2024-08-11 01:00:00,1,0,14,Guest 1847,SG,10609088,59,Female,+62-8030909,guest8767@example.com
1180,2023-03-06,Suite,2500000,Group Travel Agent,2023-03-16 14:00:00,2023-03-23 00:00:00,3,1,6,Guest 6776,SG,45026974,31,Male,+62-8059362,guest4169@example.com
1181,2023-09-01,Regular,1000000,Group Travel Agent,2023-09-30 16:00:00,2023-10-12 02:00:00,2,1,11,Guest 9432,SG,84266590,29,Male,+62-1479323,guest5081@example.com
1182,2022-12-12,Suite,2500000,Walk-in,2022-12-29 18:00:00,2023-01-11 01:00:00,3,1,12,Guest 6596,TH,51799601,44,Male,+62-3512193,guest8942@example.com
1183,2023-04-02,Regular,1000000,OTA-Booking.com,2023-05-02 15:00:00,2023-05-05 01:00:00,3,0,2,Guest 2675,SG,16003164,63,Female,+62-9274969,guest8063@example.com
1184,2019-12-10,Family,1000000,OTA-Traveloka,2020-01-05 15:00:00,2020-01-14 23:00:00,4,1,9,Guest 6433,TH,41409525,25,Male,+62-7033657,guest3257@example.com
1185,2022-03-10,Regular,1000000,Group Travel Agent,2022-04-06 17:00:00,2022-04-12 01:00:00,4,2,5,Guest 1900,SG,31221401,37,Female,+62-2813486,guest2248@example.com
1186,2022-10-10,Family,1000000,OTA-Traveloka,2022-10-17 17:00:00,2022-10-20 01:00:00,1,1,2,Guest 3127,SG,56906401,41,Male,+62-8135068,guest6579@example.com
1187,2020-04-18,Regular,1000000,Group Travel Agent,2020-05-04 17:00:00,2020-05-19 00:00:00,4,0,14,Guest 4113,PH,59637992,25,Male,+62-6988527,guest9395@example.com
1188,2021-12-28,Family,1000000,OTA-Booking.com,2021-12-29 16:00:00,2021-12-31 23:00:00,1,0,2,Guest 2109,SG,49299847,56,Female,+62-5713027,guest1193@example.com
1189,2022-08-07,Suite,2500000,OTA-Booking.com,2022-08-26 17:00:00,2022-09-06 04:00:00,4,0,10,Guest 3332,ID,83801271,42,Male,+62-6358176,guest1442@example.com
1190,2024-07-30,Fancy,2000000,Group Travel Agent,2024-08-26 15:00:00,2024-08-29 01:00:00,1,2,2,Guest 8810,SG,81638933,56,Female,+62-7792581,guest1247@example.com
1191,2020-06-29,Family,1000000,Walk-in,2020-07-19 18:00:00,2020-07-25 03:00:00,1,1,5,Guest 7443,MY,85778493,56,Female,+62-7849624,guest5863@example.com
1192,2022-09-17,Family,1000000,Group Travel Agent,2022-10-07 17:00:00,2022-10-22 02:00:00,2,2,14,Guest 8422,MY,86556816,23,Female,+62-2889939,guest2896@example.com
1193,2020-12-01,Fancy,2000000,Group Travel Agent,2020-12-08 15:00:00,2020-12-19 23:00:00,3,0,11,Guest 2867,ID,29806359,55,Female,+62-5428476,guest1345@example.com
1194,2024-09-13,Suite,2500000,OTA-Tiket.com,2024-09-17 18:00:00,2024-10-02 04:00:00,4,2,14,Guest 7918,TH,99446524,59,Female,+62-4176125,guest1395@example.com
1195,2023-05-27,Regular,1000000,Walk-in,2023-06-20 17:00:00,2023-07-04 00:00:00,2,1,13,Guest 8456,PH,48113177,56,Female,+62-6204956,guest2247@example.com
1196,2022-02-22,Presidential,3000000,Walk-in,2022-02-25 14:00:00,2022-03-06 21:00:00,2,1,9,Guest 3009,MY,23280664,46,Female,+62-1558751,guest1589@example.com
1197,2021-04-11,Suite,2500000,OTA-Booking.com,2021-04-18 15:00:00,2021-04-21 23:00:00,2,2,3,Guest 6266,PH,65474532,40,Female,+62-6559663,guest2482@example.com
1198,2020-11-18,Family,1000000,OTA-Booking.com,2020-12-17 16:00:00,2020-12-30 03:00:00,4,1,12,Guest 9822,ID,73410188,46,Female,+62-2601611,guest8761@example.com
1199,2022-04-19,Presidential,3000000,OTA-Booking.com,2022-05-13 14:00:00,2022-05-23 22:00:00,4,2,10,Guest 8475,SG,62472846,37,Female,+62-6113241,guest2517@example.com
1200,2024-10-30,Presidential,3000000,OTA-Traveloka,2024-11-26 16:00:00,2024-12-11 02:00:00,1,1,14,Guest 1881,MY,66273680,50,Female,+62-4718119,guest9978@example.com
1201,2024-01-25,Suite,2500000,Walk-in,2024-01-27 15:00:00,2024-01-31 23:00:00,1,1,4,Guest 4283,TH,67872466,18,Male,+62-4107521,guest9145@example.com
1202,2023-10-18,Standard,500000,OTA-Booking.com,2023-10-19 16:00:00,2023-11-03 03:00:00,1,1,14,Guest 4256,TH,61028309,27,Female,+62-1496042,guest6218@example.com
1203,2024-05-20,Deluxe,1500000,OTA-Traveloka,2024-06-05 14:00:00,2024-06-11 23:00:00,2,2,6,Guest 4156,TH,53971683,20,Female,+62-9383439,guest1772@example.com
1204,2020-02-18,Regular,1000000,Group Travel Agent,2020-03-11 14:00:00,2020-03-23 23:00:00,1,0,12,Guest 9569,TH,94322176,23,Female,+62-7093927,guest9278@example.com
1205,2020-10-05,Suite,2500000,Walk-in,2020-10-11 17:00:00,2020-10-20 01:00:00,4,0,8,Guest 6520,ID,69631428,32,Female,+62-3909548,guest1628@example.com
1206,2024-03-26,Presidential,3000000,OTA-Traveloka,2024-04-19 18:00:00,2024-04-26 01:00:00,1,0,6,Guest 4011,ID,63071583,62,Female,+62-1564531,guest2623@example.com
1207,2020-10-20,Fancy,2000000,OTA-Traveloka,2020-11-08 18:00:00,2020-11-16 01:00:00,3,2,7,Guest 7676,TH,37482479,35,Male,+62-5871652,guest5204@example.com
1208,2021-03-05,Standard,500000,OTA-Booking.com,2021-03-12 17:00:00,2021-03-16 01:00:00,4,0,3,Guest 7137,TH,20431075,43,Male,+62-8390985,guest9879@example.com
1209,2021-05-29,Presidential,3000000,OTA-Booking.com,2021-06-13 16:00:00,2021-06-24 02:00:00,3,0,10,Guest 1807,SG,60121251,52,Female,+62-3444044,guest9648@example.com
1210,2022-01-23,Deluxe,1500000,OTA-Booking.com,2022-02-10 15:00:00,2022-02-14 22:00:00,2,2,4,Guest 4445,SG,40096222,26,Female,+62-3062901,guest4775@example.com
1211,2024-04-30,Fancy,2000000,Walk-in,2024-05-27 18:00:00,2024-06-11 03:00:00,2,2,14,Guest 4811,TH,20438168,47,Male,+62-2699983,guest8258@example.com
1212,2023-05-10,Presidential,3000000,OTA-Traveloka,2023-05-20 18:00:00,2023-05-29 04:00:00,4,0,8,Guest 6577,SG,27548797,44,Female,+62-3093341,guest3651@example.com
1213,2022-12-18,Fancy,2000000,Walk-in,2023-01-12 16:00:00,2023-01-15 00:00:00,3,1,2,Guest 6520,PH,68773723,34,Male,+62-3617152,guest5038@example.com
1214,2023-08-08,Fancy,2000000,Walk-in,2023-09-04 17:00:00,2023-09-07 03:00:00,4,1,2,Guest 6853,PH,16849667,27,Female,+62-4777617,guest2740@example.com
1215,2020-09-16,Suite,2500000,OTA-Traveloka,2020-09-23 18:00:00,2020-10-01 05:00:00,1,0,7,Guest 4647,SG,22156820,24,Female,+62-7699195,guest2225@example.com
1216,2020-09-17,Family,1000000,OTA-Tiket.com,2020-10-04 15:00:00,2020-10-07 22:00:00,3,2,3,Guest 8065,TH,24788416,23,Female,+62-8828286,guest1397@example.com
1217,2023-02-14,Deluxe,1500000,Walk-in,2023-02-19 16:00:00,2023-03-02 02:00:00,4,1,10,Guest 8751,TH,16013950,25,Female,+62-2715707,guest6635@example.com
1218,2021-02-03,Suite,2500000,Walk-in,2021-02-26 17:00:00,2021-03-03 04:00:00,4,0,4,Guest 5492,MY,88680971,32,Female,+62-3966993,guest8506@example.com
1219,2021-05-07,Fancy,2000000,Group Travel Agent,2021-06-02 18:00:00,2021-06-05 03:00:00,2,0,2,Guest 9563,PH,10419443,53,Female,+62-2122342,guest5576@example.com
1220,2020-07-15,Presidential,3000000,OTA-Booking.com,2020-07-22 16:00:00,2020-08-05 23:00:00,3,1,14,Guest 5009,TH,93831855,31,Male,+62-2133030,guest2772@example.com
1221,2021-03-02,Suite,2500000,OTA-Traveloka,2021-03-12 15:00:00,2021-03-17 01:00:00,2,1,4,Guest 1541,SG,71208921,44,Female,+62-6883517,guest6579@example.com
1222,2021-02-25,Presidential,3000000,OTA-Booking.com,2021-03-09 14:00:00,2021-03-14 00:00:00,4,2,4,Guest 5073,PH,47251726,56,Female,+62-8333263,guest8531@example.com
1223,2022-11-05,Fancy,2000000,OTA-Booking.com,2022-11-18 17:00:00,2022-11-26 04:00:00,1,2,7,Guest 5364,TH,83602943,51,Female,+62-4373173,guest7609@example.com
1224,2020-01-10,Family,1000000,Group Travel Agent,2020-01-15 14:00:00,2020-01-17 23:00:00,1,0,2,Guest 5326,SG,58612982,47,Male,+62-8928670,guest3726@example.com
1225,2023-02-23,Family,1000000,Walk-in,2023-03-05 18:00:00,2023-03-17 04:00:00,2,0,11,Guest 9000,MY,32131490,40,Male,+62-4224079,guest9866@example.com
1226,2023-07-28,Regular,1000000,Group Travel Agent,2023-08-02 16:00:00,2023-08-06 02:00:00,1,2,3,Guest 2799,SG,69721849,43,Female,+62-5488526,guest6615@example.com
1227,2022-10-21,Regular,1000000,OTA-Traveloka,2022-11-09 16:00:00,2022-11-17 02:00:00,4,0,7,Guest 5757,TH,22598402,55,Female,+62-5834947,guest6769@example.com
1228,2020-10-25,Family,1000000,OTA-Booking.com,2020-11-13 14:00:00,2020-11-19 23:00:00,3,1,6,Guest 1486,PH,87979406,42,Female,+62-1246501,guest1215@example.com
1229,2021-01-28,Family,1000000,OTA-Booking.com,2021-02-27 16:00:00,2021-03-13 03:00:00,2,2,13,Guest 8758,TH,67306227,26,Female,+62-9248651,guest5662@example.com
1230,2024-05-04,Deluxe,1500000,OTA-Booking.com,2024-05-15 17:00:00,2024-05-25 02:00:00,4,2,9,Guest 7473,TH,21911790,36,Male,+62-4686509,guest1333@example.com
1231,2024-11-29,Suite,2500000,OTA-Traveloka,2024-12-03 15:00:00,2024-12-10 23:00:00,3,0,7,Guest 4536,SG,19996596,40,Female,+62-9478105,guest4523@example.com
1232,2023-01-20,Standard,500000,OTA-Traveloka,2023-02-19 14:00:00,2023-03-01 23:00:00,2,0,10,Guest 8488,TH,99317965,43,Male,+62-9569250,guest7874@example.com
1233,2024-04-14,Suite,2500000,OTA-Traveloka,2024-05-03 18:00:00,2024-05-10 03:00:00,2,1,6,Guest 5295,PH,98003525,56,Female,+62-1158044,guest2122@example.com
1234,2020-07-25,Deluxe,1500000,OTA-Booking.com,2020-07-28 18:00:00,2020-08-09 05:00:00,1,2,11,Guest 5071,MY,44053339,18,Female,+62-5474444,guest1494@example.com
1235,2023-02-05,Presidential,3000000,Walk-in,2023-02-09 18:00:00,2023-02-16 01:00:00,1,2,6,Guest 5126,SG,36814426,39,Female,+62-2026058,guest5999@example.com
1236,2021-03-03,Fancy,2000000,Group Travel Agent,2021-03-29 17:00:00,2021-04-01 01:00:00,1,2,2,Guest 4549,TH,62574448,62,Female,+62-2344564,guest1418@example.com
1237,2024-12-09,Presidential,3000000,Walk-in,2024-12-15 17:00:00,2024-12-25 03:00:00,2,0,9,Guest 3832,MY,92485154,22,Male,+62-7407706,guest5024@example.com
1238,2021-10-07,Presidential,3000000,Group Travel Agent,2021-10-30 14:00:00,2021-11-02 00:00:00,2,0,2,Guest 7968,ID,48720167,21,Male,+62-2595148,guest9726@example.com
1239,2020-04-02,Fancy,2000000,OTA-Traveloka,2020-05-01 17:00:00,2020-05-08 02:00:00,2,2,6,Guest 4818,MY,72670739,18,Female,+62-9831104,guest1540@example.com
1240,2022-10-14,Standard,500000,OTA-Tiket.com,2022-10-15 14:00:00,2022-10-25 21:00:00,3,2,10,Guest 1865,TH,46401388,65,Male,+62-8289716,guest8349@example.com
1241,2023-10-02,Family,1000000,Walk-in,2023-10-11 18:00:00,2023-10-24 05:00:00,1,0,12,Guest 1317,SG,24154952,32,Female,+62-3975340,guest4157@example.com
1242,2023-10-23,Regular,1000000,Walk-in,2023-10-27 18:00:00,2023-11-04 04:00:00,1,1,7,Guest 3509,ID,71522733,31,Male,+62-8606231,guest8305@example.com
1243,2023-11-27,Suite,2500000,OTA-Traveloka,2023-12-03 15:00:00,2023-12-07 22:00:00,3,1,4,Guest 5642,PH,32498797,63,Female,+62-3055950,guest6091@example.com
1244,2022-11-26,Fancy,2000000,OTA-Booking.com,2022-12-14 16:00:00,2022-12-23 01:00:00,2,1,8,Guest 6278,MY,99034603,61,Male,+62-2577368,guest8908@example.com
1245,2021-10-10,Deluxe,1500000,OTA-Tiket.com,2021-10-22 16:00:00,2021-10-30 23:00:00,2,2,8,Guest 7436,TH,78279192,54,Female,+62-5740609,guest7427@example.com
1246,2023-04-04,Regular,1000000,OTA-Booking.com,2023-04-08 16:00:00,2023-04-14 03:00:00,4,2,5,Guest 1476,PH,53056355,47,Female,+62-4429580,guest9966@example.com
1247,2024-10-06,Family,1000000,OTA-Tiket.com,2024-10-12 16:00:00,2024-10-20 00:00:00,4,1,7,Guest 5114,TH,31180246,33,Female,+62-8273463,guest7428@example.com
1248,2020-05-16,Deluxe,1500000,OTA-Traveloka,2020-05-30 16:00:00,2020-06-05 03:00:00,1,1,5,Guest 1585,TH,69821036,38,Male,+62-3224078,guest9455@example.com
1249,2024-09-24,Family,1000000,OTA-Tiket.com,2024-10-14 14:00:00,2024-10-26 00:00:00,4,0,11,Guest 6216,SG,53264025,44,Male,+62-6131274,guest8617@example.com
1250,2020-08-04,Presidential,3000000,OTA-Tiket.com,2020-09-02 15:00:00,2020-09-15 02:00:00,2,1,12,Guest 3502,SG,57792002,62,Female,+62-3837425,guest8011@example.com
1251,2024-09-19,Presidential,3000000,OTA-Booking.com,2024-10-14 16:00:00,2024-10-21 01:00:00,3,2,6,Guest 3834,SG,85591305,31,Male,+62-4823625,guest7339@example.com
1252,2022-11-09,Suite,2500000,OTA-Tiket.com,2022-11-15 15:00:00,2022-11-20 23:00:00,1,0,5,Guest 9114,SG,31124267,30,Male,+62-6588393,guest5611@example.com
1253,2020-02-16,Regular,1000000,Group Travel Agent,2020-03-01 18:00:00,2020-03-16 04:00:00,2,2,14,Guest 9813,SG,58073179,50,Female,+62-8489135,guest4014@example.com
1254,2022-02-10,Regular,1000000,Group Travel Agent,2022-03-01 17:00:00,2022-03-12 01:00:00,1,1,10,Guest 2721,ID,87959092,43,Male,+62-4615625,guest6257@example.com
1255,2023-01-27,Regular,1000000,OTA-Booking.com,2023-02-01 17:00:00,2023-02-11 01:00:00,4,1,9,Guest 9914,TH,37963030,46,Male,+62-7714218,guest3005@example.com
1256,2024-07-07,Suite,2500000,OTA-Traveloka,2024-07-14 18:00:00,2024-07-17 01:00:00,3,1,2,Guest 8752,PH,35142116,21,Female,+62-6616563,guest4383@example.com
1257,2022-02-24,Fancy,2000000,Group Travel Agent,2022-03-23 16:00:00,2022-03-26 23:00:00,3,1,3,Guest 9901,PH,62435856,26,Male,+62-7356321,guest6113@example.com
1258,2022-10-04,Deluxe,1500000,OTA-Traveloka,2022-10-08 14:00:00,2022-10-19 01:00:00,3,2,10,Guest 7904,ID,48115177,35,Male,+62-5992272,guest1981@example.com
1259,2022-05-24,Deluxe,1500000,Walk-in,2022-06-16 14:00:00,2022-06-20 01:00:00,1,1,3,Guest 3469,ID,40537090,60,Female,+62-5972133,guest9195@example.com
1260,2022-01-11,Deluxe,1500000,OTA-Traveloka,2022-01-12 18:00:00,2022-01-21 01:00:00,2,2,8,Guest 9370,MY,69692607,42,Male,+62-4784388,guest2422@example.com
1261,2022-01-26,Standard,500000,OTA-Tiket.com,2022-02-21 17:00:00,2022-02-24 00:00:00,2,2,2,Guest 7813,TH,23068963,25,Female,+62-6878881,guest9538@example.com
1262,2021-07-29,Presidential,3000000,Walk-in,2021-08-16 14:00:00,2021-08-30 21:00:00,4,1,14,Guest 5687,PH,86807038,61,Female,+62-3135118,guest7899@example.com
1263,2021-07-04,Fancy,2000000,OTA-Traveloka,2021-07-13 16:00:00,2021-07-15 01:00:00,4,0,1,Guest 3335,TH,76468476,63,Female,+62-4663776,guest2536@example.com
1264,2020-03-13,Presidential,3000000,Group Travel Agent,2020-03-26 17:00:00,2020-04-03 00:00:00,1,0,7,Guest 9042,PH,20397728,51,Female,+62-3178292,guest2841@example.com
1265,2023-06-30,Presidential,3000000,OTA-Tiket.com,2023-07-05 14:00:00,2023-07-07 23:00:00,3,1,2,Guest 1824,PH,43646322,24,Female,+62-4719475,guest3710@example.com
1266,2022-08-02,Family,1000000,Group Travel Agent,2022-08-20 15:00:00,2022-08-23 01:00:00,4,1,2,Guest 7244,ID,16244334,65,Male,+62-6072231,guest1106@example.com
1267,2024-08-08,Presidential,3000000,Walk-in,2024-08-16 17:00:00,2024-08-21 02:00:00,3,1,4,Guest 9286,ID,83227181,60,Female,+62-2795925,guest3912@example.com
1268,2022-10-11,Deluxe,1500000,OTA-Booking.com,2022-11-07 17:00:00,2022-11-14 00:00:00,2,1,6,Guest 1405,ID,15712713,46,Male,+62-4116292,guest1341@example.com
1269,2022-12-28,Standard,500000,OTA-Booking.com,2023-01-25 15:00:00,2023-02-03 23:00:00,1,1,9,Guest 2009,TH,73301116,53,Male,+62-5004773,guest9262@example.com
1270,2021-07-24,Family,1000000,OTA-Booking.com,2021-07-25 17:00:00,2021-07-31 02:00:00,4,1,5,Guest 9128,ID,26492565,44,Male,+62-6481540,guest2598@example.com
1271,2023-10-19,Standard,500000,OTA-Traveloka,2023-11-16 14:00:00,2023-11-30 01:00:00,1,2,13,Guest 1961,ID,58744897,64,Female,+62-7265271,guest5007@example.com
1272,2021-03-08,Standard,500000,Walk-in,2021-03-13 17:00:00,2021-03-19 04:00:00,2,1,5,Guest 9876,SG,38574143,28,Male,+62-2217082,guest2662@example.com
1273,2024-12-01,Presidential,3000000,Walk-in,2024-12-15 17:00:00,2024-12-25 04:00:00,1,1,9,Guest 9347,MY,53093515,56,Male,+62-1530731,guest5261@example.com
1274,2020-06-24,Regular,1000000,OTA-Booking.com,2020-07-23 17:00:00,2020-08-01 02:00:00,1,0,8,Guest 3778,SG,14248864,41,Female,+62-8333633,guest6570@example.com
1275,2020-11-19,Presidential,3000000,Group Travel Agent,2020-11-30 15:00:00,2020-12-07 23:00:00,4,1,7,Guest 1652,SG,43513280,65,Male,+62-2281048,guest7392@example.com
1276,2023-01-09,Standard,500000,OTA-Booking.com,2023-01-14 17:00:00,2023-01-16 00:00:00,4,0,1,Guest 1628,ID,53043738,48,Female,+62-4041713,guest3767@example.com
1277,2023-08-08,Fancy,2000000,Group Travel Agent,2023-08-14 14:00:00,2023-08-22 23:00:00,4,0,8,Guest 6060,TH,67318812,36,Male,+62-7169489,guest6137@example.com
1278,2020-01-16,Suite,2500000,Group Travel Agent,2020-02-05 17:00:00,2020-02-15 02:00:00,3,1,9,Guest 3942,PH,15769487,30,Female,+62-9700252,guest9130@example.com
1279,2021-03-31,Family,1000000,Walk-in,2021-04-11 18:00:00,2021-04-24 02:00:00,3,0,12,Guest 2562,TH,66872831,36,Male,+62-2832738,guest1891@example.com
1280,2021-06-01,Standard,500000,Walk-in,2021-06-19 17:00:00,2021-06-30 03:00:00,2,2,10,Guest 9769,TH,93604980,65,Male,+62-2935698,guest4327@example.com
1281,2021-05-18,Suite,2500000,Group Travel Agent,2021-05-19 15:00:00,2021-05-29 22:00:00,1,2,10,Guest 3641,PH,70686573,30,Female,+62-6078754,guest3462@example.com
1282,2024-03-31,Standard,500000,Group Travel Agent,2024-04-05 17:00:00,2024-04-14 04:00:00,4,1,8,Guest 5234,TH,64326666,39,Male,+62-7968798,guest3253@example.com
1283,2021-05-20,Deluxe,1500000,Group Travel Agent,2021-05-28 14:00:00,2021-06-04 23:00:00,1,2,7,Guest 5966,ID,22425892,36,Female,+62-7530605,guest9591@example.com
1284,2024-05-06,Suite,2500000,OTA-Tiket.com,2024-06-04 14:00:00,2024-06-05 21:00:00,3,2,1,Guest 1111,PH,27510003,48,Male,+62-3828616,guest2155@example.com
